bookingid_(pnr),reservation_date,cancellation_date,flight_date,origin,destination,routing,flightnumber,revenue_per_booking_(ticket),revenue_per_booking_(ancilliary_pre_check_in),revenue_per_booking_(ancilliary_at_check_in),passengercount,bookingid_norm,total_revenue,routing_canonical,is_cancelled,flight_dow,days_after_booking_to_cancel,days_before_flight_to_cancel,lead_time_days,ancillary_total
700161,2025-01-24,,2025-03-01,PMO,FCO,PMO → FCO,DE1002,76.5,19.15,0.0,1,700161,95.65,PMO-FCO,False,Saturday,,,36,19.15
700162,2025-03-25,,2025-03-26,FCO,FRA,FCO-FRA,DE1003,240.0,0.0,5.31,2,700162,245.31,FCO-FRA,False,Wednesday,,,1,5.31
700163,2025-04-19,,2025-04-24,PMO,FCO,PMO-FCO,DE1002,270.0,13.37,8.84,2,700163,292.21,PMO-FCO,False,Thursday,,,5,22.21
700164,2025-03-18,,2025-04-12,FCO,PMO,FCO-PMO,DE1001,76.5,8.81,0.0,1,700164,85.31,FCO-PMO,False,Saturday,,,25,8.81
700165,2025-03-03,,2025-04-03,FCO,PMO,FCO-PMO,DE1001,76.5,11.59,0.0,1,700165,88.09,FCO-PMO,False,Thursday,,,31,11.59
700166,2025-01-19,,2025-03-01,FRA,FCO,FRA → FCO,DE1000,68.0,16.97,8.42,1,700166,93.39,FRA-FCO,False,Saturday,,,41,25.39
700167,2025-02-17,,2025-04-09,FRA,FCO,FRA-FCO,DE1000,136.0,14.98,2.36,2,700167,153.34,FRA-FCO,False,Wednesday,,,51,17.34
700168,2025-03-12,,2025-04-19,FRA,FCO,FRA-FCO,DE1000,170.0,0.0,3.83,2,700168,173.83,FRA-FCO,False,Saturday,,,38,3.83
700169,2025-03-18,,2025-04-17,FCO,PMO,FCO-PMO,DE1001,95.62,5.09,8.49,1,700169,109.2,FCO-PMO,False,Thursday,,,30,13.58
700170,2025-02-21,,2025-03-07,FCO,PMO,FCO-PMO,DE1001,90.0,0.0,4.88,1,700170,94.88,FCO-PMO,False,Friday,,,14,4.88
700171,2025-02-27,2025-02-28,2025-04-18,FRA,FCO,FRA-FCO,DE1000,85.0,0.0,4.98,1,700171,89.98,FRA-FCO,True,Friday,1.0,49.0,50,4.98
700172,2025-03-26,,2025-04-17,FCO,PMO,FCO → PMO,DE1001,191.25,6.84,0.0,2,700172,198.09,FCO-PMO,False,Thursday,,,22,6.84
700173,2025-01-07,,2025-03-07,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,7.77,1,700173,84.27,FCO-PMO,False,Friday,,,59,7.77
700174,2025-01-31,,2025-03-28,FCO,FRA,FCO-FRA,DE1003,68.0,16.05,0.0,1,700174,84.05,FCO-FRA,False,Friday,,,56,16.05
700175,2025-02-07,,2025-03-10,FRA,FCO,FRA → FCO,DE1000,68.0,17.15,4.4,1,700175,89.55000000000001,FRA-FCO,False,Monday,,,31,21.549999999999997
700176,2025-02-14,,2025-04-14,PMO,FCO,PMO-FCO,DE1002,95.62,14.41,2.2,1,700176,112.23,PMO-FCO,False,Monday,,,59,16.61
700177,2025-03-14,,2025-03-20,FCO,FRA,FCO-FRA,DE1003,192.0,17.32,4.77,2,700177,214.09,FCO-FRA,False,Thursday,,,6,22.09
700178,2025-04-04,,2025-04-28,PMO,FCO,PMO-FCO,DE1002,76.5,6.77,3.45,1,700178,86.72,PMO-FCO,False,Monday,,,24,10.219999999999999
700179,2025-02-14,,2025-03-17,FRA,FCO,FRA-FCO,DE1000,68.0,9.49,8.04,1,700179,85.53,FRA-FCO,False,Monday,,,31,17.53
700180,2025-04-03,,2025-04-16,FRA,FCO,FRA → FCO,DE1000,100.0,16.89,7.47,1,700180,124.36,FRA-FCO,False,Wednesday,,,13,24.36
700181,2025-03-09,,2025-04-26,FCO,PMO,FCO → PMO,DE1001,95.62,16.99,4.48,1,700181,117.09,FCO-PMO,False,Saturday,,,48,21.47
700182,2025-03-19,,2025-03-20,FCO,FRA,FCO → FRA,DE1003,240.0,13.52,0.0,2,700182,253.52,FCO-FRA,False,Thursday,,,1,13.52
700183,2025-02-01,,2025-03-14,FCO,FRA,FCO-FRA,DE1003,136.0,18.65,9.78,2,700183,164.43,FCO-FRA,False,Friday,,,41,28.43
700184,2025-03-06,,2025-04-05,FRA,FCO,FRA-FCO,DE1000,68.0,13.84,9.43,1,700184,91.27000000000001,FRA-FCO,False,Saturday,,,30,23.27
700185,2025-01-21,,2025-03-02,FRA,FCO,FRA-FCO,DE1000,68.0,18.63,9.21,1,700185,95.84,FRA-FCO,False,Sunday,,,40,27.84
700186,2025-02-20,,2025-04-10,PMO,FCO,PMO-FCO,DE1002,153.0,8.39,0.0,2,700186,161.39,PMO-FCO,False,Thursday,,,49,8.39
700187,2025-03-17,,2025-04-26,PMO,FCO,PMO-FCO,DE1002,95.62,18.39,9.45,1,700187,123.46000000000001,PMO-FCO,False,Saturday,,,40,27.84
700188,2025-02-15,,2025-03-19,FRA,FCO,FRA-FCO,DE1000,136.0,11.45,7.08,2,700188,154.53,FRA-FCO,False,Wednesday,,,32,18.53
700189,2025-01-26,,2025-03-23,PMO,FCO,PMO-FCO,DE1002,153.0,6.21,9.37,2,700189,168.58,PMO-FCO,False,Sunday,,,56,15.579999999999998
700190,2025-03-19,,2025-04-27,FCO,FRA,FCO → FRA,DE1003,255.0,14.01,9.77,3,700190,278.78,FCO-FRA,False,Sunday,,,39,23.78
700191,2025-01-28,,2025-03-23,PMO,FCO,PMO-FCO,DE1002,153.0,0.0,5.84,2,700191,158.84,PMO-FCO,False,Sunday,,,54,5.84
700192,2025-02-25,,2025-04-04,FCO,FRA,FCO-FRA,DE1003,136.0,19.38,0.0,2,700192,155.38,FCO-FRA,False,Friday,,,38,19.38
700193,2025-03-24,,2025-04-05,FRA,FCO,FRA-FCO,DE1000,160.0,19.42,9.75,2,700193,189.17000000000002,FRA-FCO,False,Saturday,,,12,29.17
700194,2025-01-16,,2025-03-06,FCO,FRA,FCO-FRA,DE1003,68.0,14.9,9.7,1,700194,92.60000000000001,FCO-FRA,False,Thursday,,,49,24.6
700195,2025-03-09,,2025-03-21,FCO,FRA,FCO → FRA,DE1003,160.0,16.86,9.14,2,700195,186.0,FCO-FRA,False,Friday,,,12,26.0
700196,2025-03-03,,2025-04-12,FRA,FCO,FRA-FCO,DE1000,68.0,18.39,9.3,1,700196,95.69,FRA-FCO,False,Saturday,,,40,27.69
700197,2025-03-05,,2025-04-24,FCO,PMO,FCO-PMO,DE1001,191.25,12.29,4.34,2,700197,207.88,FCO-PMO,False,Thursday,,,50,16.63
700198,2025-03-13,2025-03-15,2025-04-28,PMO,FCO,PMO → FCO,DE1002,153.0,15.71,0.0,2,700198,168.71,PMO-FCO,True,Monday,2.0,44.0,46,15.71
700199,2025-02-16,,2025-04-16,FCO,FRA,FCO → FRA,DE1003,85.0,0.0,3.76,1,700199,88.76,FCO-FRA,False,Wednesday,,,59,3.76
700200,2025-03-21,,2025-04-03,FCO,PMO,FCO → PMO,DE1001,90.0,8.02,0.0,1,700200,98.02,FCO-PMO,False,Thursday,,,13,8.02
700201,2025-02-02,,2025-03-26,FCO,PMO,FCO → PMO,DE1001,153.0,17.89,8.72,2,700201,179.60999999999999,FCO-PMO,False,Wednesday,,,52,26.61
700202,2025-04-17,2025-04-21,2025-04-30,FRA,FCO,FRA → FCO,DE1000,80.0,6.02,8.44,1,700202,94.46,FRA-FCO,True,Wednesday,4.0,9.0,13,14.459999999999999
700203,2025-03-29,,2025-04-02,PMO,FCO,PMO-FCO,DE1002,216.0,0.0,8.17,2,700203,224.17,PMO-FCO,False,Wednesday,,,4,8.17
700204,2025-01-15,,2025-03-13,FRA,FCO,FRA-FCO,DE1000,68.0,19.37,4.18,1,700204,91.55000000000001,FRA-FCO,False,Thursday,,,57,23.55
700205,2025-02-19,,2025-04-10,PMO,FCO,PMO-FCO,DE1002,76.5,9.92,4.85,1,700205,91.27,PMO-FCO,False,Thursday,,,50,14.77
700206,2025-03-20,,2025-04-14,PMO,FCO,PMO → FCO,DE1002,191.25,8.66,5.61,2,700206,205.52,PMO-FCO,False,Monday,,,25,14.27
700207,2025-01-15,,2025-03-10,PMO,FCO,PMO-FCO,DE1002,153.0,10.26,6.0,2,700207,169.26,PMO-FCO,False,Monday,,,54,16.259999999999998
700208,2025-04-03,,2025-04-16,FCO,FRA,FCO-FRA,DE1003,100.0,9.51,2.91,1,700208,112.42,FCO-FRA,False,Wednesday,,,13,12.42
700209,2025-04-14,,2025-04-23,FCO,PMO,FCO → PMO,DE1001,225.0,15.47,5.5,2,700209,245.97,FCO-PMO,False,Wednesday,,,9,20.97
700210,2025-02-20,,2025-03-19,FCO,FRA,FCO → FRA,DE1003,68.0,9.99,5.55,1,700210,83.53999999999999,FCO-FRA,False,Wednesday,,,27,15.54
700211,2025-03-09,,2025-04-20,FRA,FCO,FRA → FCO,DE1000,85.0,14.17,8.6,1,700211,107.77,FRA-FCO,False,Sunday,,,42,22.77
700212,2025-02-25,,2025-03-24,FRA,FCO,FRA-FCO,DE1000,68.0,16.98,0.0,1,700212,84.98,FRA-FCO,False,Monday,,,27,16.98
700213,2025-02-13,,2025-03-01,FCO,PMO,FCO → PMO,DE1001,76.5,10.16,7.2,1,700213,93.86,FCO-PMO,False,Saturday,,,16,17.36
700214,2025-02-14,,2025-03-06,FCO,FRA,FCO → FRA,DE1003,68.0,11.93,2.55,1,700214,82.48,FCO-FRA,False,Thursday,,,20,14.48
700215,2025-03-20,,2025-03-27,FCO,FRA,FCO → FRA,DE1003,96.0,15.26,5.76,1,700215,117.02000000000001,FCO-FRA,False,Thursday,,,7,21.02
700216,2025-03-22,,2025-04-28,FCO,PMO,FCO → PMO,DE1001,153.0,0.0,5.14,2,700216,158.14,FCO-PMO,False,Monday,,,37,5.14
700217,2025-03-17,,2025-03-22,FCO,FRA,FCO → FRA,DE1003,192.0,8.13,3.34,2,700217,203.47,FCO-FRA,False,Saturday,,,5,11.47
700218,2025-02-11,,2025-03-06,FCO,FRA,FCO-FRA,DE1003,68.0,15.14,3.83,1,700218,86.97,FCO-FRA,False,Thursday,,,23,18.97
700219,2025-03-05,,2025-03-17,FCO,FRA,FCO → FRA,DE1003,160.0,15.35,4.99,2,700219,180.34,FCO-FRA,False,Monday,,,12,20.34
700220,2025-01-29,2025-02-01,2025-03-06,FCO,PMO,FCO-PMO,DE1001,153.0,17.79,5.8,2,700220,176.59,FCO-PMO,True,Thursday,3.0,33.0,36,23.59
700221,2025-02-18,,2025-03-19,FRA,FCO,FRA → FCO,DE1000,68.0,18.76,7.64,1,700221,94.4,FRA-FCO,False,Wednesday,,,29,26.400000000000002
700222,2025-03-30,2025-04-02,2025-04-03,PMO,FCO,PMO-FCO,DE1002,108.0,18.08,0.0,1,700222,126.08,PMO-FCO,True,Thursday,3.0,1.0,4,18.08
700223,2025-02-21,,2025-04-14,FCO,PMO,FCO-PMO,DE1001,191.25,0.0,5.42,2,700223,196.67,FCO-PMO,False,Monday,,,52,5.42
700224,2025-03-05,,2025-04-07,FRA,FCO,FRA-FCO,DE1000,136.0,18.25,2.25,2,700224,156.5,FRA-FCO,False,Monday,,,33,20.5
700225,2025-01-26,,2025-03-10,FCO,PMO,FCO-PMO,DE1001,153.0,16.47,2.43,2,700225,171.9,FCO-PMO,False,Monday,,,43,18.9
700226,2025-02-22,,2025-03-24,FCO,PMO,FCO-PMO,DE1001,76.5,10.07,3.78,1,700226,90.35,FCO-PMO,False,Monday,,,30,13.85
700227,2025-04-19,,2025-04-20,FRA,FCO,FRA-FCO,DE1000,150.0,7.58,5.2,1,700227,162.78,FRA-FCO,False,Sunday,,,1,12.780000000000001
700228,2025-03-16,,2025-04-27,FCO,FRA,FCO-FRA,DE1003,85.0,7.52,7.21,1,700228,99.72999999999999,FCO-FRA,False,Sunday,,,42,14.73
700229,2025-02-27,,2025-03-28,FCO,FRA,FCO → FRA,DE1003,68.0,0.0,3.02,1,700229,71.02,FCO-FRA,False,Friday,,,29,3.02
700230,2025-03-07,,2025-03-22,FCO,FRA,FCO-FRA,DE1003,136.0,16.99,0.0,2,700230,152.99,FCO-FRA,False,Saturday,,,15,16.99
700231,2025-02-02,,2025-03-30,FCO,FRA,FCO-FRA,DE1003,136.0,12.64,0.0,2,700231,148.64,FCO-FRA,False,Sunday,,,56,12.64
700232,2025-03-23,,2025-04-11,PMO,FCO,PMO → FCO,DE1002,153.0,9.61,3.98,2,700232,166.59,PMO-FCO,False,Friday,,,19,13.59
700233,2025-02-04,,2025-03-14,FCO,FRA,FCO-FRA,DE1003,68.0,16.62,5.74,1,700233,90.36,FCO-FRA,False,Friday,,,38,22.36
700234,2025-02-24,,2025-03-19,FCO,PMO,FCO → PMO,DE1001,153.0,14.23,0.0,2,700234,167.23,FCO-PMO,False,Wednesday,,,23,14.23
700235,2025-03-08,,2025-03-15,PMO,FCO,PMO-FCO,DE1002,108.0,12.66,2.58,1,700235,123.24,PMO-FCO,False,Saturday,,,7,15.24
700236,2025-03-07,,2025-04-02,FCO,PMO,FCO-PMO,DE1001,229.5,12.25,7.27,3,700236,249.02,FCO-PMO,False,Wednesday,,,26,19.52
700237,2025-01-14,,2025-03-05,FCO,FRA,FCO-FRA,DE1003,136.0,0.0,0.0,2,700237,136.0,FCO-FRA,False,Wednesday,,,50,0.0
700238,2025-02-25,,2025-03-01,FCO,PMO,FCO → PMO,DE1001,216.0,14.18,6.48,2,700238,236.66,FCO-PMO,False,Saturday,,,4,20.66
700239,2025-04-01,,2025-04-04,FRA,FCO,FRA → FCO,DE1000,240.0,18.51,5.6,2,700239,264.11,FRA-FCO,False,Friday,,,3,24.11
700240,2025-02-25,,2025-04-16,PMO,FCO,PMO-FCO,DE1002,95.62,12.8,6.69,1,700240,115.11,PMO-FCO,False,Wednesday,,,50,19.490000000000002
700241,2025-03-11,,2025-04-27,FCO,FRA,FCO-FRA,DE1003,85.0,10.21,0.0,1,700241,95.21000000000001,FCO-FRA,False,Sunday,,,47,10.21
700242,2025-03-29,,2025-04-26,FRA,FCO,FRA → FCO,DE1000,85.0,5.35,9.31,1,700242,99.66,FRA-FCO,False,Saturday,,,28,14.66
700243,2025-03-29,,2025-04-10,FRA,FCO,FRA → FCO,DE1000,160.0,6.15,9.04,2,700243,175.19,FRA-FCO,False,Thursday,,,12,15.19
700244,2025-02-13,,2025-03-17,FRA,FCO,FRA → FCO,DE1000,68.0,12.91,7.29,1,700244,88.2,FRA-FCO,False,Monday,,,32,20.2
700245,2025-03-22,2025-03-23,2025-04-21,FCO,FRA,FCO-FRA,DE1003,85.0,11.41,3.27,1,700245,99.67999999999999,FCO-FRA,True,Monday,1.0,29.0,30,14.68
700246,2025-03-13,,2025-04-25,FRA,FCO,FRA-FCO,DE1000,170.0,0.0,0.0,2,700246,170.0,FRA-FCO,False,Friday,,,43,0.0
700247,2025-01-05,,2025-03-01,FCO,PMO,FCO → PMO,DE1001,76.5,10.73,5.41,1,700247,92.64,FCO-PMO,False,Saturday,,,55,16.14
700248,2025-02-07,,2025-04-06,PMO,FCO,PMO-FCO,DE1002,76.5,0.0,3.53,1,700248,80.03,PMO-FCO,False,Sunday,,,58,3.53
700249,2025-03-16,,2025-03-24,FCO,FRA,FCO-FRA,DE1003,80.0,8.52,4.72,1,700249,93.24,FCO-FRA,False,Monday,,,8,13.239999999999998
700250,2025-03-28,,2025-04-21,FCO,PMO,FCO-PMO,DE1001,286.88,7.07,9.86,3,700250,303.81,FCO-PMO,False,Monday,,,24,16.93
700251,2025-03-12,,2025-04-21,FRA,FCO,FRA-FCO,DE1000,85.0,9.66,3.72,1,700251,98.38,FRA-FCO,False,Monday,,,40,13.38
700252,2025-01-26,,2025-03-14,PMO,FCO,PMO-FCO,DE1002,153.0,0.0,4.88,2,700252,157.88,PMO-FCO,False,Friday,,,47,4.88
700253,2025-04-11,,2025-04-12,PMO,FCO,PMO → FCO,DE1002,135.0,18.64,6.88,1,700253,160.51999999999998,PMO-FCO,False,Saturday,,,1,25.52
700254,2025-04-11,,2025-04-14,FCO,FRA,FCO-FRA,DE1003,150.0,13.97,8.25,1,700254,172.22,FCO-FRA,False,Monday,,,3,22.22
700255,2025-03-02,,2025-04-16,FCO,FRA,FCO-FRA,DE1003,170.0,0.0,6.93,2,700255,176.93,FCO-FRA,False,Wednesday,,,45,6.93
700256,2025-02-28,,2025-04-23,FRA,FCO,FRA-FCO,DE1000,85.0,9.26,3.51,1,700256,97.77000000000001,FRA-FCO,False,Wednesday,,,54,12.77
700257,2025-02-28,,2025-03-22,PMO,FCO,PMO → FCO,DE1002,76.5,0.0,2.57,1,700257,79.07,PMO-FCO,False,Saturday,,,22,2.57
700258,2025-01-19,2025-01-22,2025-03-12,FCO,PMO,FCO → PMO,DE1001,76.5,10.38,5.13,1,700258,92.00999999999999,FCO-PMO,True,Wednesday,3.0,49.0,52,15.510000000000002
700259,2025-04-13,,2025-04-17,FCO,PMO,FCO-PMO,DE1001,135.0,15.16,5.99,1,700259,156.15,FCO-PMO,False,Thursday,,,4,21.15
700260,2025-03-16,,2025-03-19,PMO,FCO,PMO-FCO,DE1002,135.0,14.62,2.29,1,700260,151.91,PMO-FCO,False,Wednesday,,,3,16.91
700261,2025-03-04,,2025-04-26,FRA,FCO,FRA-FCO,DE1000,85.0,18.04,9.0,1,700261,112.03999999999999,FRA-FCO,False,Saturday,,,53,27.04
700262,2025-04-09,,2025-04-12,FCO,PMO,FCO-PMO,DE1001,135.0,6.75,9.58,1,700262,151.33,FCO-PMO,False,Saturday,,,3,16.33
700263,2025-02-12,,2025-03-26,FRA,FCO,FRA-FCO,DE1000,68.0,8.71,6.64,1,700263,83.35000000000001,FRA-FCO,False,Wednesday,,,42,15.350000000000001
700264,2025-03-18,,2025-04-25,PMO,FCO,PMO-FCO,DE1002,95.62,18.11,3.51,1,700264,117.24000000000001,PMO-FCO,False,Friday,,,38,21.619999999999997
700265,2025-03-02,,2025-03-26,FRA,FCO,FRA-FCO,DE1000,204.0,5.99,7.7,3,700265,217.69,FRA-FCO,False,Wednesday,,,24,13.690000000000001
700266,2025-03-27,,2025-04-13,FCO,FRA,FCO-FRA,DE1003,170.0,9.45,0.0,2,700266,179.45,FCO-FRA,False,Sunday,,,17,9.45
700267,2025-02-25,,2025-04-23,FRA,FCO,FRA → FCO,DE1000,170.0,11.17,4.51,2,700267,185.67999999999998,FRA-FCO,False,Wednesday,,,57,15.68
700268,2025-04-13,,2025-04-21,FCO,FRA,FCO → FRA,DE1003,200.0,9.38,2.83,2,700268,212.21,FCO-FRA,False,Monday,,,8,12.21
700269,2025-03-13,,2025-04-27,FCO,PMO,FCO-PMO,DE1001,286.88,13.35,0.0,3,700269,300.23,FCO-PMO,False,Sunday,,,45,13.35
700270,2025-03-11,,2025-03-24,PMO,FCO,PMO-FCO,DE1002,90.0,0.0,0.0,1,700270,90.0,PMO-FCO,False,Monday,,,13,0.0
700271,2025-01-23,,2025-03-03,FCO,FRA,FCO → FRA,DE1003,68.0,5.24,5.8,1,700271,79.03999999999999,FCO-FRA,False,Monday,,,39,11.04
700272,2025-01-27,,2025-03-06,FCO,FRA,FCO-FRA,DE1003,204.0,10.31,6.66,3,700272,220.97,FCO-FRA,False,Thursday,,,38,16.97
700273,2025-03-13,,2025-04-18,FCO,FRA,FCO → FRA,DE1003,85.0,11.4,0.0,1,700273,96.4,FCO-FRA,False,Friday,,,36,11.4
700274,2025-03-03,,2025-04-24,PMO,FCO,PMO-FCO,DE1002,95.62,18.21,3.97,1,700274,117.80000000000001,PMO-FCO,False,Thursday,,,52,22.18
700275,2025-03-14,,2025-03-30,PMO,FCO,PMO-FCO,DE1002,229.5,14.34,7.82,3,700275,251.66,PMO-FCO,False,Sunday,,,16,22.16
700276,2025-01-19,,2025-03-09,FCO,FRA,FCO-FRA,DE1003,136.0,0.0,5.77,2,700276,141.77,FCO-FRA,False,Sunday,,,49,5.77
700277,2025-01-19,,2025-03-05,FRA,FCO,FRA-FCO,DE1000,68.0,0.0,6.68,1,700277,74.68,FRA-FCO,False,Wednesday,,,45,6.68
700278,2025-03-19,,2025-03-23,PMO,FCO,PMO-FCO,DE1002,216.0,17.49,7.62,2,700278,241.11,PMO-FCO,False,Sunday,,,4,25.11
700279,2025-03-11,,2025-03-27,PMO,FCO,PMO → FCO,DE1002,153.0,19.89,2.13,2,700279,175.01999999999998,PMO-FCO,False,Thursday,,,16,22.02
700280,2025-03-04,,2025-03-05,PMO,FCO,PMO-FCO,DE1002,135.0,7.94,7.58,1,700280,150.52,PMO-FCO,False,Wednesday,,,1,15.52
700281,2025-02-01,,2025-03-19,FCO,PMO,FCO-PMO,DE1001,153.0,8.36,0.0,2,700281,161.36,FCO-PMO,False,Wednesday,,,46,8.36
700282,2025-02-14,,2025-03-03,PMO,FCO,PMO-FCO,DE1002,76.5,0.0,0.0,1,700282,76.5,PMO-FCO,False,Monday,,,17,0.0
700283,2025-04-07,,2025-04-17,FCO,PMO,FCO-PMO,DE1001,112.5,7.69,0.0,1,700283,120.19,FCO-PMO,False,Thursday,,,10,7.69
700284,2025-03-21,,2025-03-30,FCO,PMO,FCO-PMO,DE1001,90.0,8.32,7.43,1,700284,105.75,FCO-PMO,False,Sunday,,,9,15.75
700285,2025-03-25,,2025-04-05,FCO,FRA,FCO → FRA,DE1003,80.0,17.4,2.32,1,700285,99.72,FCO-FRA,False,Saturday,,,11,19.72
700286,2025-02-17,,2025-03-03,FCO,PMO,FCO-PMO,DE1001,270.0,6.64,4.42,3,700286,281.06,FCO-PMO,False,Monday,,,14,11.059999999999999
700287,2025-01-30,2025-02-03,2025-03-02,FCO,PMO,FCO-PMO,DE1001,76.5,16.04,6.37,1,700287,98.91,FCO-PMO,True,Sunday,4.0,27.0,31,22.41
700288,2025-01-28,,2025-03-23,FRA,FCO,FRA-FCO,DE1000,68.0,15.5,3.83,1,700288,87.33,FRA-FCO,False,Sunday,,,54,19.33
700289,2025-02-27,,2025-03-23,FCO,FRA,FCO-FRA,DE1003,68.0,10.93,0.0,1,700289,78.93,FCO-FRA,False,Sunday,,,24,10.93
700290,2025-02-10,,2025-03-13,FCO,FRA,FCO → FRA,DE1003,136.0,0.0,9.32,2,700290,145.32,FCO-FRA,False,Thursday,,,31,9.32
700291,2025-02-14,,2025-04-04,PMO,FCO,PMO-FCO,DE1002,76.5,8.38,4.2,1,700291,89.08,PMO-FCO,False,Friday,,,49,12.580000000000002
700292,2025-02-28,,2025-04-04,FRA,FCO,FRA-FCO,DE1000,136.0,0.0,6.85,2,700292,142.85,FRA-FCO,False,Friday,,,35,6.85
700293,2025-01-28,,2025-03-12,PMO,FCO,PMO-FCO,DE1002,76.5,0.0,0.0,1,700293,76.5,PMO-FCO,False,Wednesday,,,43,0.0
700294,2025-02-25,,2025-03-05,FCO,FRA,FCO-FRA,DE1003,80.0,0.0,3.68,1,700294,83.68,FCO-FRA,False,Wednesday,,,8,3.68
700295,2025-01-24,,2025-03-17,FCO,FRA,FCO-FRA,DE1003,136.0,6.16,8.57,2,700295,150.73,FCO-FRA,False,Monday,,,52,14.73
700296,2025-02-19,,2025-04-19,FCO,FRA,FCO-FRA,DE1003,170.0,7.72,6.62,2,700296,184.34,FCO-FRA,False,Saturday,,,59,14.34
700297,2025-02-10,,2025-03-05,FCO,FRA,FCO-FRA,DE1003,136.0,14.61,3.53,2,700297,154.14000000000001,FCO-FRA,False,Wednesday,,,23,18.14
700298,2025-04-11,,2025-04-24,PMO,FCO,PMO → FCO,DE1002,337.5,0.0,0.0,3,700298,337.5,PMO-FCO,False,Thursday,,,13,0.0
700299,2025-04-07,,2025-04-17,FCO,PMO,FCO → PMO,DE1001,225.0,17.75,8.64,2,700299,251.39,FCO-PMO,False,Thursday,,,10,26.39
700300,2025-03-30,,2025-04-23,FRA,FCO,FRA-FCO,DE1000,85.0,6.17,7.42,1,700300,98.59,FRA-FCO,False,Wednesday,,,24,13.59
700301,2025-02-05,,2025-03-14,FRA,FCO,FRA → FCO,DE1000,136.0,0.0,2.01,2,700301,138.01,FRA-FCO,False,Friday,,,37,2.01
700302,2025-02-02,,2025-04-02,PMO,FCO,PMO-FCO,DE1002,229.5,19.49,7.84,3,700302,256.83,PMO-FCO,False,Wednesday,,,59,27.33
700303,2025-01-12,,2025-03-05,FRA,FCO,FRA → FCO,DE1000,204.0,12.7,0.0,3,700303,216.7,FRA-FCO,False,Wednesday,,,52,12.7
700304,2025-03-02,,2025-03-17,FRA,FCO,FRA-FCO,DE1000,68.0,15.51,6.72,1,700304,90.23,FRA-FCO,False,Monday,,,15,22.23
700305,2025-03-16,,2025-03-27,FRA,FCO,FRA-FCO,DE1000,80.0,13.17,2.68,1,700305,95.85000000000001,FRA-FCO,False,Thursday,,,11,15.85
700306,2025-04-12,,2025-04-30,FCO,PMO,FCO → PMO,DE1001,76.5,15.62,8.12,1,700306,100.24000000000001,FCO-PMO,False,Wednesday,,,18,23.74
700307,2025-03-09,,2025-04-03,PMO,FCO,PMO → FCO,DE1002,76.5,16.89,0.0,1,700307,93.39,PMO-FCO,False,Thursday,,,25,16.89
700308,2025-04-16,,2025-04-19,PMO,FCO,PMO → FCO,DE1002,168.75,15.83,3.51,1,700308,188.09,PMO-FCO,False,Saturday,,,3,19.34
700309,2025-03-15,,2025-04-03,FCO,FRA,FCO-FRA,DE1003,204.0,0.0,4.86,3,700309,208.86,FCO-FRA,False,Thursday,,,19,4.86
700310,2025-03-06,,2025-04-12,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,4.57,1,700310,81.07,FCO-PMO,False,Saturday,,,37,4.57
700311,2025-02-09,,2025-03-31,PMO,FCO,PMO → FCO,DE1002,76.5,0.0,7.03,1,700311,83.53,PMO-FCO,False,Monday,,,50,7.03
700312,2025-03-07,,2025-03-10,FCO,FRA,FCO-FRA,DE1003,120.0,0.0,0.0,1,700312,120.0,FCO-FRA,False,Monday,,,3,0.0
700313,2025-02-07,,2025-03-27,FCO,FRA,FCO → FRA,DE1003,68.0,19.84,0.0,1,700313,87.84,FCO-FRA,False,Thursday,,,48,19.84
700314,2025-02-04,,2025-03-06,PMO,FCO,PMO → FCO,DE1002,76.5,9.19,8.65,1,700314,94.34,PMO-FCO,False,Thursday,,,30,17.84
700315,2025-03-12,,2025-03-17,FCO,PMO,FCO-PMO,DE1001,216.0,0.0,5.5,2,700315,221.5,FCO-PMO,False,Monday,,,5,5.5
700316,2025-03-19,,2025-03-31,FCO,PMO,FCO-PMO,DE1001,90.0,19.5,5.58,1,700316,115.08,FCO-PMO,False,Monday,,,12,25.08
700317,2025-04-01,,2025-04-24,FCO,PMO,FCO-PMO,DE1001,95.62,0.0,5.13,1,700317,100.75,FCO-PMO,False,Thursday,,,23,5.13
700318,2025-02-19,,2025-03-12,FRA,FCO,FRA → FCO,DE1000,68.0,15.75,9.48,1,700318,93.23,FRA-FCO,False,Wednesday,,,21,25.23
700319,2025-01-07,2025-01-10,2025-03-05,PMO,FCO,PMO-FCO,DE1002,153.0,17.44,8.99,2,700319,179.43,PMO-FCO,True,Wednesday,3.0,54.0,57,26.43
700320,2025-03-12,,2025-03-28,FRA,FCO,FRA → FCO,DE1000,68.0,0.0,6.13,1,700320,74.13,FRA-FCO,False,Friday,,,16,6.13
700321,2025-03-25,,2025-04-10,FCO,FRA,FCO-FRA,DE1003,68.0,19.84,8.88,1,700321,96.72,FCO-FRA,False,Thursday,,,16,28.72
700322,2025-03-22,,2025-04-11,FCO,PMO,FCO → PMO,DE1001,153.0,11.94,3.36,2,700322,168.3,FCO-PMO,False,Friday,,,20,15.299999999999999
700323,2025-01-27,2025-01-29,2025-03-05,FRA,FCO,FRA-FCO,DE1000,68.0,18.89,3.48,1,700323,90.37,FRA-FCO,True,Wednesday,2.0,35.0,37,22.37
